bit,coefficient
1135,-0.05958505872389681
1136,-0.7016933050827383
1137,0.15924781534812113
1138,-0.191706920091996
1139,-0.844771138281791
1140,0.34971449505941643
1141,0.028430437651795412
1142,-0.02077848574122615
1143,-1.1202086751701084
1144,-0.2488902752778851
1145,0.7470971210247415
1146,0.08701735144616053
1147,-0.29854521849152676
1148,-0.9079850761635738
1149,-0.19436597668258954
1150,-0.10862940598031473
1151,-0.2382183003541002
1152,-0.11847650724689895
1153,0.6259497652575877
1154,0.12726028443366588
1155,0.47322275884859905
1156,0.18163042285640377
1157,-0.20183758336951388
1158,-0.07069995646441989
1159,-0.010384450015995712
1160,-0.6545599150140008
1161,-0.050831378868759186
1162,0.2162002455910212
1163,0.3641277092840901
1164,0.938279537046484
1165,0.03855876268299442
1166,-0.6725582772167678
1167,-0.2492738373148137
1168,-0.04990202528058642
1169,-1.1779889957841403
1170,-0.15460331783053358
1171,0.4859013358156572
1172,-0.45261543898392465
1173,0.14678606036320604
1174,-0.7600957643901752
1175,-0.26682026622599264
1176,-0.4860420202511623
1177,0.27719476829252987
1178,0.5967998815391632
1179,-0.3086565579335122
1180,-0.44711597890177207
1181,0.9018016401615865
1182,0.5366067012773033
1183,-0.10545597954565009
1184,0.00890233040503724
1185,0.05038298659957689
1186,0.3497866672759239
1187,0.03400700028060966
1188,-0.6312441993163502
1189,0.5864821192487424
1190,-0.009426748595959902
1191,-0.7143845209452404
1192,-0.15575150329849047
